id,link,name,status,lat,lng,year,first,area,population
1258,Богоносово,Богоносово,Хутор,50.11300611,39.56881194,,,,
1259,Вакуловка (Воронежская область),Вакуловка,Хутор,50.305135,39.78520694,,,,5 человек (2010
1260,Владимировка (Россошанский район),Владимировка,Хутор,50.01288389,39.46494,,,,
1261,Водяное (Воронежская область),Водяное,Хутор,50.275,39.77,,,,0
1262,Волкодав (хутор),Волкодав,Хутор,50.03772306,39.36128306,,,, человек (2010
1263,Ворошиловский,Ворошиловский,Посёлок,50.0459139,39.6087167,,,,41
1264,Высокая Дача,Высокая Дача,Хутор,50.32562389,39.46152611,,,,6 человек (2010
1265,Голубая Криница,Голубая Криница,Хутор,50.07389,39.895,,,,38
1266,Григорьевка (Россошанский район),Григорьевка,Хутор,50.02266,39.83247611,,,,28
1267,Евстратовка (Воронежская область),Евстратовка,Село,50.13139,39.73583,,,,225
1268,Екатериновка (Россошанский район),Екатериновка,Село,50.11472194,39.35722306,,,,5
1269,Еленовка (Воронежская область),Еленовка,Село,49.948645,39.46494694,,,,50 человек (2010
1270,Ендовино (Воронежская область),Ендовино,Хутор,50.04527306,39.28506111,,,,1 человек (2010
1271,Жилино (Воронежская область),Жилино,Село,49.90306,39.41833,XVIII век,,,68 челове
1272,Ивановка (Россошанский район),Ивановка,Село,50.00722,40.03139,,,,53
1273,Иванченково,Иванченково,Хутор,50.2520333,39.7142694,,,,6
1274,Иловка (Воронежская область),Иловка,Хутор,50.2307,39.8005,,,,8
1275,Каменев (Воронежская область),Каменев,Хутор,50.24222,39.68444,,,,
1276,Кокаревка (Воронежская область),Кокаревка,Хутор,50.25991,39.58823389,,,,15 человек (2010
1277,Копани (Воронежская область),Копани,Хутор,50.05157194,39.44337111,,,,3
1278,Копанки (Россошанский район),Копанки,Хутор,50.28146,39.51273889,,,,12 человек (2010
1279,Копёнкина,Копёнкина,Посёлок,50.05197111,39.55007306,,,,1
1280,Крамаренков,Крамаренков,Хутор,49.883045,39.25483306,,,,1
1281,Кривоносово (Воронежская область),Кривоносово,Село,49.9125361,39.2532944,,,,88
1282,Криничное (Воронежская область),Криничное,Село,50.01146,39.84544806,,,,6
1283,Кулаковка (Воронежская область),Кулаковка,Село,50.22833,40.05389,,,,63 человека (2010
1284,Лебедь-Сергеевка,Лебедь-Сергеевка,Село,50.05880806,39.76283889,,,,21
1285,Легкодымовка 1-я,Легкодымовка 1-я,Хутор,50.06904306,39.25476111,,,, человек (2010
1286,Легкодымовка 2-я,Легкодымовка 2-я,Хутор,50.06340389,39.26354611,,,, человек (2010
1287,Лещенково,Лещенково,Хутор,49.95972,40.02194,,,,
1288,Лизиновка,Лизиновка,Село,50.1227806,39.4594389,,,,239
1289,Лощина (Воронежская область),Лощина,Хутор,50.13556,39.89444,,,,51 человек (2010
1290,Малая Меженка (хутор),Малая Меженка,Хутор,50.12100611,39.75143889,,,,11
1291,Малый Лес,Малый Лес,Хутор,50.06741,39.24482111,,,,5 человек (2010
1292,Мирошников (хутор),Мирошников,Хутор,50.26417,39.82361,,,,
1293,Молодёжный (Воронежская область),Молодёжный,Посёлок,50.21532694,39.62610694,,,,89 человек (2010
1294,Морозовка (Россошанский район),Морозовка,Село,50.14083,39.64028,,,,356
1295,Нагорное (Воронежская область),Нагорное,Хутор,50.15762694,39.59535694,,,,37
1296,Начало (Воронежская область),Начало,Посёлок,50.22862306,39.57483111,,,,832
1297,Нижний Карабут,Нижний Карабут,Село,50.26833,39.95778,1760 год,,,9
1298,Никоноровка (Воронежская область),Никоноровка,Хутор,50.224,39.797,,,,9
1299,Новая Калитва,Новая Калитва,Село,50.07694,40.01361,,,,325
1300,Новая Мельница (Россошанский район),Новая Мельница,Хутор,50.09219194,39.94523,,,,0
1301,Новопостояловка,Новопостояловка,Хутор,50.335,39.46222,1835,,,61 человек (2010
1302,Новосёловка (Воронежская область),Новосёловка,Хутор,50.06928806,39.36863889,,,,2 человека (2010
1303,Опытной плодово-ягодной станции,Опытной плодово-ягодной станции,Посёлок,50.1606417,39.5548028,,,,54
1304,Павловка (Россошанский район),Павловка,Хутор,50.24,39.8,,,,
1305,Первомайское (Россошанский район),Первомайское,Село,49.96609694,39.95359694,,,,62
1306,Перещепное (Россошанский район),Перещепное,Хутор,50.02439111,39.56206611,,,,6
1307,Пинчук (хутор),Пинчук,Хутор,50.14355389,39.71615389,,,,
1308,Подгорное (Россошанский район),Подгорное,Село,50.1827806,39.5247194,,,,740
1309,Поддубновка,Поддубновка,Хутор,50.05241694,39.84711,,,,
1310,Поддубное (Воронежская область),Поддубное,Село,49.89322,39.37316806,,,,23 человека (2010
1311,Подорожный (хутор),Подорожный,Хутор,50.015935,40.05737,,,,
1312,Поповка (Россошанский район),Поповка,Село,50.30848306,39.61805806,,,,507 человек (2010
1313,Посёлок совхоза «Россошанский»,Совхоза «Россошанский»,Посёлок,50.198,39.465,,,,71
1314,Пшеничный (Воронежская область),Пшеничный,Хутор,49.92459306,39.41502889,,,,
1315,Райновское,Райновское,Посёлок,50.05628611,39.66353,,,,12
1316,Россошь,Россошь,Город,50.2,39.58333,XVII век,,"59,06 км²",62625
1317,Ростовец (хутор),Ростовец,Хутор,50.02766611,39.46097806,,,,
1318,Славянка (Воронежская область),Славянка,Хутор,50.17278,39.78335694,,,,5
1319,Старая Калитва,Старая Калитва,Село,50.1436861,39.9858,,,,439 человек (2010
1320,Стефанидовка (Воронежская область),Стефанидовка,Хутор,50.29766111,39.48239389,,,,2 человека (2010
1321,Стеценково (Воронежская область),Стеценково,Село,49.96139,40.12667,,,,17
1322,Терновка (Россошанский район),Терновка,Село,50.13194,39.83639,,,,57
1323,Украинский (Воронежская область),Украинский,Хутор,50.226,39.714,,,,36
1324,Херсонский (Воронежская область),Херсонский,Хутор,50.21467611,39.606505,,,,15 человек (2010
1325,Цапково,Цапково,Село,50.02667,40.15944,,,,92
1326,Царевский (хутор),Царевский,Хутор,50.33017306,39.49020889,,,, человек (2010
1327,Чагари,Чагари,Хутор,50.05420389,39.46106806,,,,10
1328,Чернышовка (Воронежская область),Чернышовка,Хутор,50.14488806,39.54097306,,,,12
1329,Шекаловка,Шекаловка,Село,50.04606,39.30202111,,,,25 человек (2010
1330,Шрамовка,Шрамовка,Село,49.92242694,39.57130806,,,,16 человек (2010
1331,Александровка (Семилукский район),Александровка,Деревня,51.95444,38.38528,,,,
1332,Бахчеево,Бахчеево,Посёлок сельского типа,51.5937611,38.8739611,,,,444
1333,Берёзовка (Семилукский район),Берёзовка,Село,51.97417,38.33944,XVIII,,,89
1334,Бехтеевка (Воронежская область),Бехтеевка,Хутор,51.75668806,38.77924194,,,,3 человека (2010
1335,Богоявленка (Воронежская область),Богоявленка,Село,51.78074889,39.00610694,,,,7 человек (2010
1336,Быстрик (Воронежская область),Быстрик,Хутор,51.88834611,38.77315,,,,1 человек (2010
1337,Верхосновка,Верхосновка,Деревня,51.99361,38.56222,,,,6
1338,Весёлая Долина (Воронежская область),Весёлая Долина,Хутор,51.77809111,38.66130694,,,, человек (2010
1339,Вознесенка (Воронежская область),Вознесенка,Село,51.70722,38.85278,,середина XVIII века,"3,17 км²",261 человек (2010
1340,Гнилуша (Семилукский район),Гнилуша,Село,51.7491218,38.5731053,,,,444 человек (2010
1341,Головище (Воронежская область),Головище,Хутор,51.92867194,38.69392694,,,,2
1342,Голосновка,Голосновка,Село,52.02500153,38.57444382,,,,50
1343,Гослесопитомника (Семилукский район),Гослесопитомника,Поселок,51.71624611,38.613535,,,,22 человека (2010
1344,Гремячий Колодезь (Воронежская область),Гремячий Колодезь,Село,51.74444,38.775,,,,56 человек (2005
1345,Гудовка (Семилукский район),Гудовка,Село,51.75,39,XVIII век,,,68 человек (2007
1346,Дальнее Ляпино,Дальнее Ляпино,Село,51.67917,38.88333,,,,47 человек (2010
1347,Девица (Семилукский район),Девица,Село,51.6393667,38.9481472,,,,5780
1348,Дмитриевка (Семилукский район),Дмитриевка,Деревня,52.01306,38.72444,,,,
1349,Долго-Маховатка,Долго-Маховатка,Село,51.88806,38.52722,,,,9
1350,Долгое (Воронежская область),Долгое,Село,51.93139,38.64722,,,,7
1351,Ендовище,Ендовище,Село,51.7214306,39.0149194,,,,933 человека (2010
1352,Зацепное,Зацепное,Хутор,51.89631806,38.67108111,,,,5
1353,Землянск,Землянск,Село,51.90417,38.73056,1657,,,3043
1354,Ивановка (Семилукский район),Ивановка,Деревня,52.04083,38.59111,,,,8
1355,Избище (Воронежская область),Избище,Село,51.7275885,38.5934686,,,,119
1356,Каверье (Семилукский район),Каверье,Село,51.909495,39.01881694,,,,34 человека (2010
1357,Казинка (Воронежская область),Казинка,Село,51.91972,38.61694,,,,15
1358,Каменка (Семилукский район),Каменка,Хутор,51.84332806,38.46447694,,,,20 человек (2010
1359,Катино (Воронежская область),Катино,Поселок,51.85601889,38.62041611,,,, человек (2010
1360,Кондрашёвка,Кондрашёвка,Село,51.78955806,38.74027306,,,,29 человек (2010
1361,Красные Солонцы (Семилукский район),Красные Солонцы,Деревня,51.720345,38.85538806,,,, человек (2010
1362,Красный (Семилукский район),Красный,Хутор,51.82716694,38.98410806,,,, человек (2010
1363,Латная,Латная,Посёлок городского типа,51.65833,38.89528,1887,,,7240
1364,Ливенка (Семилукский район),Ливенка,Деревня,51.95,38.60667,,,,7
1365,Лосево (Семилукский район),Лосево,Село,51.73278,38.835,,,,31
1366,Луженки,Луженки,Хутор,51.68509306,38.60914194,,,,
1367,Малая Верейка,Малая Верейка,Село,51.96778,38.71278,,,,43
1368,Малая Покровка (Воронежская область),Малая Покровка,Село,52.00833611,38.64582,,,,29 человек (2010
1369,Медвежье (Семилукский район),Медвежье,Село,51.849,38.980472,1664,,,17 человек (2007
1370,Меловатка (Воронежская область),Меловатка,Село,51.82694626,38.65888977,,,,349
1371,Нижняя Ведуга (Семилукский район),Нижняя Ведуга,Село,51.74211694,38.65268,,,,418 человек (2010
1372,Никандровка (Воронежская область),Никандровка,Деревня,51.98167,38.66528,,,,3
1373,Никольское (Семилукский район),Никольское,Село,51.82452889,38.61023806,,,,1
1374,Новая Покровка (Воронежская область),Новая Покровка,Деревня,51.89306,38.61917,,,,13
1375,Новосильское (Воронежская область),Новосильское,Село,51.94833374,38.51388931,,,,1038 человек (2010
1376,Овсянников (хутор),Овсянников,Хутор,51.94890694,38.69565806,,,, человек (2010
1377,Ольшанец (Воронежская область),Ольшанец,Деревня,51.9125,38.51778,,,,7
1378,Орлов Лог,Орлов Лог,Посёлок,51.655,38.97778,,,,
1379,Перекоповка (Воронежская область),Перекоповка,Село,52.08194,38.70111,,Давно,"уровень ноздри ещё доподлинно неизвестен, но ходят слухи что он дотягивается до солнца км²",
1380,Перлёвка (Воронежская область),Перлёвка,Село,51.84972382,38.85499954,,,,1123
1381,Поляна (Семилукский район),Поляна,Село,51.85898889,38.50357111,,,,2 человека (2010
1382,Посёлок совхоза «Раздолье»,Посёлок совхоза «Раздолье»,Посёлок,51.79260389,39.020705,,,,36 человек (2010
1383,Приволье (Воронежская область),Приволье,Село,51.81072194,38.935715,,,,1
1384,Раздолье (Воронежская область),Раздолье,Село,51.8054694,38.9943306,,,,4 человека (2010
1385,Рогачиха (Воронежская область),Рогачиха,Хутор,51.74574306,38.48284806,,,, человек (2010
1386,Русско-Гвоздёвские Выселки,Русско-Гвоздёвские Выселки,Село,51.89942,38.943626,,,,1 человек (2010
1387,Сапруновка,Сапруновка,Деревня,51.87444,38.615,,,,
1388,Севостьяновка (Воронежская область),Севостьяновка,Хутор,51.76197306,38.81569111,,,,9 человек (2010
1389,Семилуки,Семилуки,Город,51.68333,39.03333,в 1615 году,,14[1] км²,27036
1390,Семилуки (село),Семилуки,Село,51.7324973,39.0548891,,,,406 человек (2010
1391,Серебрянка (Воронежская область),Серебрянка,Село,51.86170889,38.73850806,,,,03 человека (2010
1392,Спасское (Семилукский район),Спасское,Деревня,52.02639,38.70778,,,,0
1393,Стадница (Воронежская область),Стадница,Село,51.8261583,38.7427722,1770,,,56 человек (2010
1394,Старая Ведуга,Старая Ведуга,Село,51.81165111,38.49365389,,,,211 человек (2010
1395,Старая Ольшанка,Старая Ольшанка,Село,51.86249924,38.54861069,,,,383 человек (2010
1396,Старое (Воронежская область),Старое,Село,51.66517694,39.00874806,,,,
1397,Стрелица (Семилукский район),Стрелица,Посёлок городского типа,51.61472,38.90694,,1926,,3949
1398,Студёновка (Семилукский район),Студёновка,Село,51.77188306,38.96355389,,,,8 человек (2010
1399,Терновое (Семилукский район),Терновое,Село,51.747722,39.022444,,,,13 человек (2010
1400,Точильное (Воронежская область),Точильное,Хутор,51.72006806,38.925205,,,, человек (2010
1401,Троицкое (Семилукский район),Троицкое,Село,51.965,38.41861,,,,69
1402,Устье (Семилукский район),Устье,Хутор,51.79183,38.63539111,,,,9 человек (2010
1403,Фетисовка,Фетисовка,Деревня,51.91583,38.56889,,,,
1404,Фёдоровка (Семилукский район),Фёдоровка,Деревня,52.02333,38.66889,,,,7
1405,Чудовка (Воронежская область),Чудовка,Село,51.77605111,38.98813194,,,,2 человека (2010
1406,Яновка (Воронежская область),Яновка,Хутор,51.78417,38.64778,,,,
1407,"Абрамовка (посёлок, Таловский район)",Абрамовка,Посёлок,51.19,41.01361,1892,,,3363
1408,"Абрамовка (село, Таловский район)",Абрамовка,Село,51.2231726,41.0987377,,,,23 человека (2010
1409,Александровка (Таловский район),Александровка,Село,51.21389,40.68,,,,97
1410,Анохинка,Анохинка,Посёлок,51.03083,40.97306,,,,67
1411,Берёзовка (Таловский район),Берёзовка,Посёлок,51.0975,40.77972,,,,9
1412,Бирюч (Воронежская область),Бирюч,Село,51.3452111,40.7147944,1876,,,509
1413,Богатырь (Воронежская область),Богатырь,Посёлок,51.15258611,40.63992694,,,,8 человек (2010
1414,Бражников (посёлок),Бражников,Посёлок,51.10278,40.82611,,,,
1415,Васильевский (Воронежская область),Васильевский,Посёлок,51.12806,40.6675,,,,20
1416,Введенский (Воронежская область),Введенский,Поселок,51.29868889,40.42831111,,,,4 человек (2010
1417,Верхнеозёрский (Воронежская область),Верхнеозёрский,Посёлок,51.04003194,40.694015,,,,40 человек (2010
1418,Верхняя Орловка (посёлок),Верхняя Орловка,Посёлок,51.06448611,40.56393,,,, человек (2010
1419,Верхняя Тишанка,Верхняя Тишанка,Село,51.324058,40.544706,1693 год,,,250 человек (2010
1420,Верёвкин 1-й,Верёвкин 1-й,Посёлок,51.1147841,40.7636869,,,,9
1421,Верёвкин 2-й,Верёвкин 2-й,Посёлок,51.12369,40.77374889,,,,68 человек (2010
1422,Видный (Воронежская область),Видный,Посёлок,51.16867889,41.00510111,1922 год,,,01 человек (2010
1423,Вознесеновка (Таловский район),Вознесеновка,Поселок,51.12541389,40.56366889,1921 год,,,83 человека (2010
1424,Вознесенский (Воронежская область),Вознесенский,Посёлок,51.06833,40.67111,1921,,,87
1425,Воскресенский (Воронежская область),Воскресенский,Поселок,51.15851694,40.51920306,,,,0 человек (2010
1426,Высокий (Таловский район),Высокий,Посёлок,51.06986889,40.71629306,1922 год,,,280 человек (2010
1427,Вязовка (Воронежская область),Вязовка,Село,51.3173528,41.0275611,,,,69
1428,Георгиевский (Воронежская область),Георгиевский,Поселок,51.15502611,40.54024111,,,,4 человека (2010
1429,Гуляй Поле (Воронежская область),Гуляй Поле,Посёлок,51.01283389,40.75493,,,,7 человек (2010
1430,Докучаевский,Докучаевский,Посёлок,51.05712111,40.655145,,,,42 человека (2010
1431,Дубовый (Таловский район),Дубовый,Посёлок,51.15139,40.61833,,,,2
1432,Зареченский (Воронежская область),Зареченский,Посёлок,51.12667,40.69472,,,,2
1433,Знаменка (Таловский район),Знаменка,Село,51.278985,41.117975,,,,1 человек (2010
1434,Ильинка (Таловский район),Ильинка,Посёлок,51.25583,40.85222,,,,83
1435,Казанка (Воронежская область),Казанка,Посёлок,51.24972,40.79389,,,,10
1436,Казачок (Воронежская область),Казачок,Посёлок,51.25667,40.75583,,,,8
1437,Козловский (Таловский район),Козловский,Посёлок,51.13332806,40.96350889,1911 год,,,18 человек (2010
1438,Коломенский (посёлок),Коломенский,Поселок,51.09245694,40.558755,,,, человек (2010
1439,Коминтерн (Воронежская область),Коминтерн,Посёлок,51.12581,40.64907194,,,,62 человека (2010
1440,Комсомольский (Таловский район),Комсомольский,Посёлок,51.19833,40.63167,,,,7
1441,Красный (Таловский район),Красный,Посёлок,51.22833,40.7525,,,,77
1442,Крутинский (Воронежская область),Крутинский,Посёлок,50.96668889,40.82795389,,,, человек (2010
1443,Купальный (посёлок),Купальный,Посёлок,51.05306,40.85639,,,,4
1444,Ленинградский (Воронежская область),Ленинградский,Посёлок,51.01722,40.94833,,,,0
1445,Львов (Воронежская область),Львов,Посёлок,51.02278,40.76444,,,,7
1446,Макаровский (Воронежская область),Макаровский,Посёлок,51.08389,40.89611,,,,
1447,Маклика,Маклика,Поселок,51.165505,40.43893806,,,,5 человек (2010
1448,Манидинский,Манидинский,Посёлок,51.24139,40.62722,,,,2
1449,Михайловский (Таловский район),Михайловский,Поселок,51.11375694,40.55863889,,,, человек (2010
1450,Михинский (Воронежская область),Михинский,Посёлок,50.998529,40.705756,1920,,,13 человек (2010
1451,Московский (Воронежская область),Московский,Посёлок,51.0325,40.91417,,,,5
1452,Нехворощанка,Нехворощанка,Поселок,51.156862,40.791518,,,, человек (2010
1453,Нива (Воронежская область),Нива,Посёлок,51.175,41.075,,,,3
1454,Нижняя Ведуга (Таловский район),Нижняя Ведуга,Посёлок,51.11446889,40.60639306,,,,4 человека (2010
1455,Нижняя Каменка (Воронежская область),Нижняя Каменка,Посёлок,51.12889,40.83583,,,,62
1456,Никольское (Таловский район),Никольское,Село,51.111319,40.444041,1830 год,,,674 человек (2015
1457,Новая Чигла,Новая Чигла,Село,51.22333145,40.47805405,,,,2474
1458,Новенький (Таловский район),Новенький,Хутор,51.14417,40.75222,,,,64
1459,Новитченко,Новитченко,Посёлок,51.184947,41.113905,,,,06 человек (2010
1460,Новогольский 2-й,Новогольский 2-й,Поселок,51.267518,41.073535,,,,33 человека (2010
1461,Новоградский,Новоградский,Посёлок,51.126466,40.958937,,,,03 человека (2010
1462,Новоникольский (Таловский район),Новоникольский,Поселок,51.118483,40.579228,,,,09 человек (2010
1463,Новотроицкий (Воронежская область),Новотроицкий,Посёлок,51.17639,40.72083,,,,3
1464,Новый Мир (Воронежская область),Новый Мир,Посёлок,51.19765889,40.74609889,,,,5 человек (2010
1465,Новый Пахарь (Воронежская область),Новый Пахарь,Посёлок,51.034748,40.639334,,,,0 человек (2010
1466,Новый Путь (Воронежская область),Новый Путь,Посёлок,51.165166,40.974639,,,, человек (2010
1467,Орловка (Таловский район),Орловка,Село,51.02889,40.54,,,,803
1468,Осинки (Таловский район),Осинки,Посёлок,51.15917,41.07083,,,,79
1469,Осиновый (Воронежская область),Осиновый,Посёлок,51.001442,40.657085,,,,7 человек (2010
1470,Первомайский (Таловский район),Первомайский,Поселок,51.101836,40.550473,,,,1 человек (2010
1471,Порохово (Воронежская область),Порохово,Посёлок,50.95361,40.76528,,,,9
1472,Посёлок 1-го участка института имени Докучаева,1-го участка института им. Докучаева,Посёлок,51.02780306,40.69916194,,,,986 человек (2010
1473,Посёлок 2-го участка института имени Докучаева,2-го участка института им. Докучаева,Посёлок,51.0349166,40.7394504,,,,64
1474,Посёлок 3-го участка института имени Докучаева,3-го участка института им. Докучаева,Посёлок,51.04320389,40.71014,,,,59 человек (2010
1475,Посёлок отделения откормсовхоза,Отделения откормсовхоза,Поселок,51.288652,40.932589,,,, человек (2010
1476,Светлый (Воронежская область),Светлый,Посёлок,51.13167,40.71722,,,,8
1477,Сергиевский (Воронежская область),Сергиевский,Хутор,51.18806,40.75028,,,,1
1478,Синявка (Воронежская область),Синявка,Село,51.2555542,40.99027634,,,,84
1479,Солонцовка (Воронежская область),Солонцовка,Посёлок,51.124595,41.038671,,,,14 человек (2010
1480,Солонцовский (Воронежская область),Солонцовский,Посёлок,51.04917,40.92556,,,,
1481,Сороковой,Сороковой,Посёлок,51.208579,40.982922,,,,7 человек (2010
1482,Таловая (Таловский район),Таловая,Рабочий посёлок,51.11667,40.71667,,1892,,11073
1483,Тамбовка (Таловский район),Тамбовка,Посёлок,51.03583,41.02333,,,,9
1484,Терехово (Воронежская область),Терехово,Посёлок,50.97306,40.78417,,,,48
1485,Троицкий (Таловский район),Троицкий,Посёлок,51.255,40.70083,,,,84
1486,Успенский (Воронежская область),Успенский,Посёлок,51.17444,40.67306,,,,60
1487,Утиновка,Утиновка,Посёлок,51.05944,40.88389,,,,91
1488,Участок № 12,Участок № 12,Поселок,51.189542,40.806592,,,,16 человек (2010
1489,Участок № 14,Участок № 14,Поселок,51.200825,40.772006,,,, человек (2010
1490,Участок № 15,Участок № 15,Поселок,51.215914,40.814272,,,, человек (2010
1491,Участок № 16,Участок № 16,Поселок,51.166391,40.858963,,,,9 человек (2010
1492,Участок № 22,Участок № 22,Поселок,51.224364,40.860544,,,,0 человек (2010
1493,Участок № 26,Участок № 26,Поселок,51.204499,40.888132,,,,82 человека (2010
1494,Участок № 28,Участок № 28,Поселок,51.177279,40.897932,,,,09 человек (2010
1495,Участок № 37,Участок № 37,Поселок,51.200509,40.933245,,,,1 человек (2010
1496,Участок № 4,Участок № 4,Поселок,51.1451591,40.8956623,,,,86
1497,Хлебороб (Таловский район),Хлебороб,Посёлок,51.249859,41.150889,,,,2 человека (2010
1498,Хорольский (Воронежская область),Хорольский,Посёлок,51.01417,40.81778,,,,28
1499,Центральный (Воронежская область),Центральный,Посёлок,51.091179,40.980065,,,,74 человека (2010
1500,Шишлянников (посёлок),Шишлянников,Поселок,51.100603,40.529102,,,,3 человека (2010
1501,"Александровка (посёлок, Терновский район)",Александровка,Посёлок,51.60639,41.085,,,,0
1502,"Александровка (село, Терновский район)",Александровка,Село,51.6272611,41.9062639,,,,563
1503,Алешки (Воронежская область),Алешки,Село,51.626038,41.769596,,,,58
1504,Бабино (Воронежская область),Бабино,Деревня,51.610683,41.622352,,,,0 человек (2010
1505,Братки,Братки,Село,51.5898528,41.48485,,,,1095
1506,Вознесеновка (Терновский район),Вознесеновка,Посёлок,51.57944,41.07444,,,,8
1507,Дмитриевка (Терновский район),Дмитриевка,Деревня,51.766984,41.553729,,,,
1508,Долина (Воронежская область),Долина,Деревня,51.624457,41.563925,,,,26 человек (2010
1509,Дубровка (Терновский район),Дубровка,Посёлок,51.61806,41.14556,,,,99
1510,Есипово (Воронежская область),Есипово,Посёлок,51.75528,41.515,,,,620
1511,Заречье (Терновский район),Заречье,Посёлок,51.529859,41.494054,,,,67
1512,Кисельное (Воронежская область),Кисельное,Село,51.58722,41.14417,,,,27
1513,Козловка (Терновский район),Козловка,Село,51.661931,41.294634,XVIII век,,,385 человек (2010
1514,Коршуновка (Воронежская область),Коршуновка,Деревня,51.57694,41.88361,,,,9
1515,Костино-Отделец,Костино-Отделец,Село,51.53266,41.45602,,,,372
1516,Красивка (Воронежская область),Красивка,Деревня,51.56778,41.69667,,,,
1517,Красные Выселки (Воронежская область),Красные Выселки,Посёлок,51.701713,41.791217,,,,
1518,Липяги (Воронежская область),Липяги,Село,51.57583,41.82667,,,,21
1519,Луначаровка,Луначаровка,Посёлок,51.595,41.07611,,,,1
1520,Михайловка (Терновский район),Михайловка,Деревня,51.55944,41.745,,,,2
1521,Народное (Воронежская область),Народное,Село,51.58056,41.79361,,,,1153
1522,Никитская (деревня),Никитская,Деревня,51.689091,41.78377,,,,84
1523,Николаевка (Терновский район),Николаевка,Село,51.7237667,41.2289,,,,282
1524,Новокирсановка,Новокирсановка,Село,51.55583,41.63167,,,,381
1525,Новотроицкое (Терновский район),Новотроицкое,Село,51.66,41.43139,,,,79
1526,Орловка (Терновский район),Орловка,Деревня,51.72056,41.50778,,,,2
1527,Поляна (Терновский район),Поляна,Село,51.413255,41.509532,,,,58 человек (2010
1528,Поповка (Терновский район),Поповка,Село,51.53944,41.73,,,,46
1529,Раздольное (Воронежская область),Раздольное,Деревня,51.642301,41.482502,,,,1
1530,Ржавец (Воронежская область),Ржавец,Село,51.51944,41.6325,,,,126
1531,Русаново (Терновский район),Русаново,Село,51.71472,41.47417,,,,415
1532,Савальского лесничества,Савальского лесничества,Посёлок,51.6843194,41.5454306,,,,55
1533,Савальского лесхоза,Савальского лесхоза,Посёлок,51.674405,41.540982,,,,5 человек (2010
1534,Семигоровка,Семигоровка,Деревня,51.70472,41.15583,,,,7
1535,Сергеевка (Терновский район),Сергеевка,Деревня,51.59583,41.7575,,,,6
1536,Тагайка (деревня),Тагайка,Деревня,51.51197,41.545815,,,,3 человека (2010
1537,Тамбовка (Терновский район),Тамбовка,Село,51.68833,41.10056,,,,19
1538,Терновка (Терновский район),Терновка,Село,51.67611,41.60611,в 1869 году,,,5671
1539,Тюменевка (Воронежская область),Тюменевка,Деревня,51.56194,41.58806,,,,0
1540,Чубровка,Чубровка,Деревня,51.75278,41.56917,,,,31
1541,Албовский,Албовский,Хутор,51.43665111,38.65794694,,,,
1542,Архангельское (Хохольский район),Архангельское,Село,51.2625,39.13889,,,,533
1543,Борок (Воронежская область),Борок,Хутор,51.41998389,38.79275694,,,,
1544,Борщёво (Хохольский район),Борщёво,Село,51.3394389,39.1205611,,,,217
1545,Верхненикольское (Воронежская область),Верхненикольское,Село,51.49699,38.62910194,,,,3 человека (2010
1546,Гремячье (Хохольский район),Гремячье,Село,51.4575,38.99556,,,,3373
1547,Дмитриевка (Хохольский район),Дмитриевка,Село,51.5075,38.93194,,,,29
1548,Должёнки,Должёнки,Хутор,51.31713389,38.92464806,,,,
1549,Еманча 1-я,Еманча 1-я,Село,51.54854694,38.9105,,,,325 человек (2015
1550,Еманча 2-я,Еманча 2-я,Село,51.41333,38.79056,,,,7
1551,Заречье (Хохольский район),Заречье,Хутор,51.28820694,38.9362,,,,7
1552,Ивановка (Хохольский район),Ивановка,Село,51.43667,38.895,,,,5
1553,Костёнки,Костёнки,Село,51.39444,39.04667,,,,438
1554,Кочетовка (Воронежская область),Кочетовка,Село,51.35306,38.80611,,,,14
1555,Кузиха (Хохольский район),Кузиха,Поселок,51.658853,38.707013,,,,8 человек (2010
1556,Мамончиха,Мамончиха,Поселок,51.673271,38.732858,,,,3 человека (2010
1557,Маслов Лог,Маслов Лог,Хутор,51.31361,39.105,,,,6
1558,Никольское-на-Еманче,Никольское-на-Еманче,Село,51.468127,38.825501,,,,10
1559,Новогремяченское,Новогремяченское,Село,51.53111,39.04861,,,,1733
1560,Орловка (Хохольский район),Орловка,Посёлок,51.60556,39.00222,,,,69
1561,Оськино (Воронежская область),Оськино,Село,51.24556,39.03333,,,,684
1562,Парничный,Парничный,Хутор,51.38556,38.81083,,,,6
1563,Пашенково,Пашенково,Хутор,51.29556,39.17111,,,,2
1564,Перерывный,Перерывный,Хутор,51.38917,38.85528,,,,3
1565,Петино (Воронежская область),Петино,Село,51.58972,38.99944,XVII век,,,37
1566,Посёлок Опытной Станции ВНИИК,Опытной Станции ВНИИК,Посёлок,51.60333,38.98167,,,,77
1567,Россошка (Воронежская область),Россошка,Хутор,51.335685,38.905972,,,,0
1568,Рудкино,Рудкино,Село,51.42639,39.0425,,,,21
1569,Семидесятное,Семидесятное,Село,51.340501,38.73425,1667 год,,,682
1570,Силипяги,Силипяги,Хутор,51.497243,38.675985,,,, человек (2010
1571,Староникольское (Воронежская область),Староникольское,Село,51.4580583,38.742083,,,,618
1572,Устье (Хохольский район),Устье,Село,51.560295,39.020929,,,,104
1573,Хохол (село),Хохол,Село,51.56944,38.74944,1665,,,4512
1574,Хохольский,Хохольский,Посёлок городского типа,51.58083,38.79861,,,,7544
1575,Яблочное (Воронежская область),Яблочное,Село,51.3003062,39.0102731,,,,744
